Type,id,location,edges--transmission_edge--commodity,edges--transmission_edge--has_capacity,edges--transmission_edge--can_expand,edges--transmission_edge--can_retire,edges--transmission_edge--integer_decisions,edges--transmission_edge--constraints--CapacityConstraint,edges--transmission_edge--start_vertex,edges--transmission_edge--end_vertex,edges--transmission_edge--distance,edges--transmission_edge--existing_capacity,edges--transmission_edge--investment_cost,edges--transmission_edge--fixed_om_cost,edges--transmission_edge--variable_om_cost,edges--transmission_edge--wacc,edges--transmission_edge--lifetime,edges--transmission_edge--capital_recovery_period,edges--transmission_edge--loss_fraction
OneWayTransmissionLink,Region12Anhui_to_Hehuai_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Hehuai,1,0,0.000678204,0,1.10E-05,0.08,25,15,0
OneWayTransmissionLink,Region12Anhui_to_Region17Hubei_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Region17Hubei,1,0,0.00072978,0,1.14E-05,0.08,25,15,0
OneWayTransmissionLink,Region12Anhui_to_Region14Jiangxi_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Region14Jiangxi,1,0,0.000837419,0,1.18E-05,0.08,25,15,0
OneWayTransmissionLink,Region12Anhui_to_Region15Shandong_CO2_Pipeline,Region12Anhui,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region12Anhui,co2_transported_Region12Anhui_to_Region15Shandong,1,0,0.001136358,0,1.64E-05,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_BohaiOnshore_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_BohaiOnshore,1,0,0.00053471,0,6.28E-06,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Erlian_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Erlian,1,0,0.000725423,0,1.46E-05,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Region3Hebei_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Region3Hebei,1,0,0.000800347,0,9.64E-06,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Region5Innermongolia_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Region5Innermongolia,1,0,0.000802505,0,1.89E-05,0.08,25,15,0
OneWayTransmissionLink,Region1Beijing_to_Region2Tianjin_CO2_Pipeline,Region1Beijing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region1Beijing,co2_transported_Region1Beijing_to_Region2Tianjin,1,0,0.000385224,0,4.01E-06,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Region24Guizhou_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Region24Guizhou,1,0,0.000674825,0,9.98E-06,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Jianghan_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Jianghan,1,0,0.001317255,0,2.23E-05,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Nanxiang_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Nanxiang,1,0,0.001508809,0,2.44E-05,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Region27Shaanxi_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Region27Shaanxi,1,0,0.001455757,0,1.78E-05,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_Region23Sichuan_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_Region23Sichuan,1,0,0.000553683,0,8.83E-06,0.08,25,15,0
OneWayTransmissionLink,Region22Chongqing_to_SichuanBasin_CO2_Pipeline,Region22Chongqing,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region22Chongqing,co2_transported_Region22Chongqing_to_SichuanBasin,1,0,0.000270597,0,3.42E-06,0.08,25,15,0
OneWayTransmissionLink,Erlian_to_BohaiOffshore_CO2_Pipeline,Erlian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2_storage_Erlian,co2_transported_Erlian_to_BohaiOffshore,1,0,0.001065416,0,3.20E-05,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_EastChinaSea_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_EastChinaSea,1,0,0.001011227,0,3.03E-05,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_Region19Guangdong_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_Region19Guangdong,1,0,0.00157486,0,2.30E-05,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_Region14Jiangxi_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_Region14Jiangxi,1,0,0.001017542,0,1.47E-05,0.08,25,15,0
OneWayTransmissionLink,Region13Fujian_to_PearlRiverMouth_CO2_Pipeline,Region13Fujian,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region13Fujian,co2_transported_Region13Fujian_to_PearlRiverMouth,1,0,0.001209509,0,3.63E-05,0.08,25,15,0
OneWayTransmissionLink,Region28Gansu_to_Region30Ningxia_CO2_Pipeline,Region28Gansu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region28Gansu,co2_transported_Region28Gansu_to_Region30Ningxia,1,0,0.000423843,0,1.16E-05,0.08,25,15,0
OneWayTransmissionLink,Region28Gansu_to_Region29Qinghai_CO2_Pipeline,Region28Gansu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region28Gansu,co2_transported_Region28Gansu_to_Region29Qinghai,1,0,0.000269377,0,6.71E-06,0.08,25,15,0
OneWayTransmissionLink,Region28Gansu_to_SichuanBasin_CO2_Pipeline,Region28Gansu,CO2Captured,TRUE,TRUE,FALSE,FALSE,TRUE,co2captured_Region28Gansu,co2_transported_Region28Gansu_to_SichuanBasin,1,0,0.001222214,0,2.14E-05,0.08,25,15,0
