zone,Investment,FixedOM,VariableOM,Fuel,Startup,NonServedDemand,UnmetPolicyPenalty,Total
aluminum_Region2Tianjin_aluminum_Region16Henan,0.0,0.0,3031.1694947182277,0.0,0.0,0.0,0.0,3031.1694947182277
aluminum_Region2Tianjin_aluminum_Region17Hubei,0.0,0.0,3291.1996271529783,0.0,0.0,0.0,0.0,3291.1996271529783
aluminum_Region2Tianjin_aluminum_Region18Hunan,0.0,0.0,2915.296919859612,0.0,0.0,0.0,0.0,2915.296919859612
aluminum_Region2Tianjin_aluminum_Region19Guangdong,0.0,0.0,2964.202605047405,0.0,0.0,0.0,0.0,2964.202605047405
aluminum_Region2Tianjin_aluminum_Region20Guangxi,0.0,0.0,2538.203910400988,0.0,0.0,0.0,0.0,2538.203910400988
aluminum_Region2Tianjin_aluminum_Region21Hainan,0.0,0.0,2610.4811738921926,0.0,0.0,0.0,0.0,2610.4811738921926
aluminum_Region2Tianjin_aluminum_Region22Chongqing,0.0,0.0,2398.876991771767,0.0,0.0,0.0,0.0,2398.876991771767
aluminum_Region2Tianjin_aluminum_Region23Sichuan,0.0,0.0,2791.324001669766,0.0,0.0,0.0,0.0,2791.324001669766
aluminum_Region2Tianjin_aluminum_Region24Guizhou,0.0,0.0,2460.202090364848,0.0,0.0,0.0,0.0,2460.202090364848
aluminum_Region2Tianjin_aluminum_Region25Yunnan,0.0,0.0,2651.325666449182,0.0,0.0,0.0,0.0,2651.325666449182
aluminum_Region2Tianjin_aluminum_Region27Shaanxi,0.0,0.0,2755.1907765438164,0.0,0.0,0.0,0.0,2755.1907765438164
aluminum_Region2Tianjin_aluminum_Region28Gansu,0.0,0.0,2786.0968870343136,0.0,0.0,0.0,0.0,2786.0968870343136
aluminum_Region2Tianjin_aluminum_Region29Qinghai,0.0,0.0,3332.9866040961733,0.0,0.0,0.0,0.0,3332.9866040961733
aluminum_Region2Tianjin_aluminum_Region30Ningxia,0.0,0.0,3525.783791652041,0.0,0.0,0.0,0.0,3525.783791652041
aluminum_Region2Tianjin_aluminum_Region31Xinjiang,0.0,0.0,5798.868189716275,0.0,0.0,0.0,0.0,5798.868189716275
aluminum_Region3Hebei_aluminum_Region1Beijing,0.0,0.0,4583.183703023561,0.0,0.0,0.0,0.0,4583.183703023561
aluminum_Region3Hebei_aluminum_Region2Tianjin,0.0,0.0,11346.722841811263,0.0,0.0,0.0,0.0,11346.722841811263
aluminum_Region3Hebei_aluminum_Region4Shanxi,0.0,0.0,1212.991866787049,0.0,0.0,0.0,0.0,1212.991866787049
