type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},822566.1308307934,1.6202202252144952e11,6.943800965204987e10,0.0,0.0,0.0,0.0,2.3146085473963022e11
OneWayTransmissionLink{Aluminum},0.0,0.0,3.305400704265808e9,0.0,0.0,0.0,0.0,3.305400704265808e9
AluminumRefining,6.289917156012385e9,1.6135321343634596e10,4.139401438414145e10,0.0,0.0,0.0,0.0,6.381925288378843e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,1.3594277925965219e9,0.0,0.0,0.0,0.0,1.3594277925965219e9
AluminumSmelting,399936.12513654516,4.296669334406257e10,1.143923634496371e10,0.0,0.0,0.0,0.0,5.440632962515141e10
ThermalAmmonia{Coal},5.4963840610802695e6,1.6132182544432747e10,0.0,0.0,0.0,0.0,0.0,1.6137678928493828e10
ThermalAmmoniaCCS{Coal},1.9274521430238426e7,1.2290480243103148e7,0.0,0.0,0.0,0.0,0.0,3.1565001673341572e7
ThermalAmmonia{CokingOvenGas},0.0,2.5505032543321066e6,0.0,0.0,0.0,0.0,0.0,2.5505032543321066e6
ThermalAmmonia{NaturalGas},1.317859020080231e7,6.534611003134222e8,0.0,0.0,0.0,0.0,0.0,6.666396905142245e8
ThermalAmmoniaCCS{NaturalGas},1.5925126421641583e7,1.0385423067425119e7,0.0,0.0,0.0,0.0,0.0,2.63105494890667e7
SyntheticAmmonia,1.2882505882390946e7,1.4824353292954102e7,0.0,0.0,0.0,0.0,0.0,2.770685917534505e7
OneWayTransmissionLink{Cement},0.0,0.0,1.5257705993402626e6,0.0,0.0,0.0,0.0,1.5257705993402626e6
OneWayTransmissionLink{CrudeSteel},0.0,0.0,6.532395417057684e10,0.0,0.0,0.0,0.0,6.532395417057684e10
OneWayTransmissionLink{DRI},0.0,0.0,4.545117915621988e8,0.0,0.0,0.0,0.0,4.545117915621988e8
DRIMaking,6.646518745283226e9,1.9939556633031273e9,0.0,0.0,0.0,0.0,0.0,8.640474408586353e9
ThermalMethanol{Coal},1.6050305653546938e8,1.548345726075334e10,0.0,0.0,0.0,0.0,0.0,1.5643960317288809e10
ThermalMethanolCCS{Coal},1.7516829123776805e7,4.6311943791618265e7,0.0,0.0,0.0,0.0,0.0,6.3828772915395066e7
ThermalMethanol{CokingOvenGas},0.0,8.787289316785144e6,0.0,0.0,0.0,0.0,0.0,8.787289316785144e6
ThermalMethanol{NaturalGas},0.0,8.233867815180111e8,0.0,0.0,0.0,0.0,0.0,8.233867815180111e8
ThermalMethanolCCS{NaturalGas},1.3463660750683181e7,3.664478531849011e7,0.0,0.0,0.0,0.0,0.0,5.010844606917329e7
SyntheticMethanol,3.7953079063972116e7,4.410904306526292e7,0.0,0.0,0.0,0.0,0.0,8.206212212923503e7
Steelmaking,4.696701906173954e9,1.455916300266552e11,0.0,0.0,0.0,0.0,0.0,1.5028833193282916e11
OneWayTransmissionLink{SteelScrap},0.0,0.0,4.568923461547047e8,0.0,0.0,0.0,0.0,4.568923461547047e8
CementPlant{Coal},2.8690983791803265e8,8.391995611166292e7,1.2413953613309427e11,0.0,0.0,0.0,0.0,1.2451036592712396e11
ThermalPower{Coal},3.315374673747561e7,1.052595761671616e11,1.1864415374310507e11,1.6562804639882913e9,0.0,0.0,0.0,2.2559316412099243e11
ThermalPower{NaturalGas},9.262789337153411e7,1.4262907120089998e9,1.148907734019372e9,2.841432171428871e8,0.0,0.0,0.0,2.9519695565427933e9
ThermalPowerCCS{Coal},7.598504673227985e7,4.647648437561078e7,5.357193930852674e7,2.4802919846366618e7,0.0,0.0,0.0,2.0083639026278397e8
ThermalPowerCCS{NaturalGas},4.181879764534283e7,3.994795853676787e7,2.704605229951262e7,2.70677661404469e7,0.0,0.0,0.0,1.3588057462207022e8
ThermalPower{Uranium},0.0,1.9023291475542862e10,7.230198323996306e9,0.0,0.0,0.0,0.0,2.625348979953917e10
BECCSElectricity,8.432006601306808e10,9.24108080781868e9,0.0,0.0,0.0,0.0,0.0,9.356114682088676e10
HydroRes,0.0,1.3105472090492561e11,0.0,0.0,0.0,0.0,0.0,1.3105472090492561e11
VRE{Generic},4.614515643469358e12,4.8968242427114655e11,0.0,0.0,0.0,0.0,0.0,5.104198067740505e12
Electrolyzer,9.109584493471329e9,1.1405088702807033e9,0.0,0.0,0.0,0.0,0.0,1.0250093363752031e10
ThermalHydrogen{NaturalGas},3.226813274024125e9,3.235859656424986e9,2.343677775809211e9,9.521846340321023e6,0.0,0.0,0.0,8.815872552598642e9
ThermalHydrogenCCS{NaturalGas},5.162109511067203e7,7.130942150145291e7,4.5941825297722295e7,890865.8699333004,0.0,0.0,0.0,1.6976320777978054e8
ThermalHydrogen{Coal},1.1672967603080569e8,1.0661623687649046e10,4.575158067904447e9,3.641227776990997e6,0.0,0.0,0.0,1.5357152659361288e10
ThermalHydrogenCCS{Coal},5.616573175160338e7,1.0517285014980654e8,4.006661817826033e7,479014.1206708357,0.0,0.0,0.0,2.0188421420034108e8
OneWayTransmissionLink{Electricity},5.1643783592791466e10,1.6641990403171822e10,0.0,0.0,0.0,0.0,0.0,6.828577399596329e10
Battery,2.2060133497771553e10,1.3200580582403128e10,3.301994561436952e7,0.0,0.0,0.0,0.0,3.5293734025789055e10
GasStorage{Hydrogen},7.932478579610644e7,3.721388520233523e7,0.0,0.0,0.0,0.0,0.0,1.1653867099844167e8
TransmissionLink{Electricity},6.5772931408104065e10,1.3422974346625933e10,0.0,0.0,0.0,0.0,0.0,7.919590575473e10
CO2Injection,3.415282692742054e7,2.772600104431433e7,0.0,0.0,0.0,0.0,0.0,6.187882797173487e7
OneWayTransmissionLink{CO2Captured},5.215942322586511e7,9.38002380713176e6,0.0,0.0,0.0,0.0,0.0,6.153944703299687e7
Node{Electricity},0.0,0.0,0.0,0.0,1.0206855991183129e8,0.0,0.0,1.0206855991183129e8
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,1.0797866230439958e11,0.0,1.0797866230439958e11
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.6405740820132742e12,0.0,1.6405740820132742e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,2.8899338853327217e10,0.0,2.8899338853327217e10
Node{Hydrogen},0.0,0.0,0.0,0.0,1.230608178397866e7,0.0,0.0,1.230608178397866e7
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,4.89783248028927e6,4.89783248028927e6
Node{Biomass},0.0,0.0,0.0,0.0,0.0,2.1028091943675812e11,0.0,2.1028091943675812e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.591404164761375e11,0.0,1.591404164761375e11
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,7.533514330099332e11,0.0,7.533514330099332e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,5.768696186477983e10,0.0,5.768696186477983e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,6.227003655524603e10,0.0,6.227003655524603e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,6.75386021105319e6,0.0,6.75386021105319e6
Total,4.869500158673032e12,1.2163900828733618e12,4.514542511155374e11,2.006827321225908e9,1.1437464169580995e8,3.0201886043740664e12,4.89783248028927e6,9.5596591968314e12
