type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},4.255067666055903e6,1.3532697169151843e11,5.79972735820793e10,0.0,0.0,0.0,0.0,1.933285003412638e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.7954130291310134e9,0.0,0.0,0.0,0.0,2.7954130291310134e9
AluminumRefining,1.2317384954623537e9,4.2938161895550823e9,1.1015478733147175e10,0.0,0.0,0.0,0.0,1.6541033418164612e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,5.875791967662182e8,0.0,0.0,0.0,0.0,5.875791967662182e8
AluminumSmelting,3.4378067837726906e10,3.5887411650036415e10,9.554486414478333e9,0.0,0.0,0.0,0.0,7.981996590224165e10
ThermalAmmonia{Coal},2.115202319055399e10,8.150409872174241e9,0.0,0.0,0.0,0.0,0.0,2.930243306272823e10
ThermalAmmoniaCCS{Coal},2.4520880653326035e7,3.0653882577638514e6,0.0,0.0,0.0,0.0,0.0,2.7586268911089886e7
ThermalAmmonia{CokingOvenGas},0.0,2.713320529985988e6,0.0,0.0,0.0,0.0,0.0,2.713320529985988e6
ThermalAmmonia{NaturalGas},1.1038962587719612e8,3.335987891429599e8,0.0,0.0,0.0,0.0,0.0,4.43988415020156e8
ThermalAmmoniaCCS{NaturalGas},2.1354394976175986e7,2.6696017744700443e6,0.0,0.0,0.0,0.0,0.0,2.4023996750646032e7
SyntheticAmmonia,4.257782275632721e7,5.321584152133086e6,0.0,0.0,0.0,0.0,0.0,4.78994069084603e7
OneWayTransmissionLink{Cement},0.0,0.0,765217.0713062073,0.0,0.0,0.0,0.0,765217.0713062073
OneWayTransmissionLink{CrudeSteel},0.0,0.0,5.070990671732676e10,0.0,0.0,0.0,0.0,5.070990671732676e10
OneWayTransmissionLink{DRI},0.0,0.0,2.0458963609565485e8,0.0,0.0,0.0,0.0,2.0458963609565485e8
DRIMaking,7.960079600488952e6,1.1940229868321617e6,0.0,0.0,0.0,0.0,0.0,9.154102587321114e6
ThermalMethanol{Coal},2.3380423383382538e10,7.715841923033232e9,0.0,0.0,0.0,0.0,0.0,3.109626530641577e10
ThermalMethanolCCS{Coal},1.3662133330811283e8,1.8528319642680008e7,0.0,0.0,0.0,0.0,0.0,1.5514965295079285e8
ThermalMethanol{CokingOvenGas},0.0,1.0360561950591045e7,0.0,0.0,0.0,0.0,0.0,1.0360561950591045e7
ThermalMethanol{NaturalGas},0.0,4.287215428512716e8,0.0,0.0,0.0,0.0,0.0,4.287215428512716e8
ThermalMethanolCCS{NaturalGas},1.1442636398805432e8,1.4720087624080779e7,0.0,0.0,0.0,0.0,0.0,1.291464516121351e8
SyntheticMethanol,1.1264799538736428e8,1.4081000000965772e7,0.0,0.0,0.0,0.0,0.0,1.2672899538833006e8
Steelmaking,4.804334132587722e9,8.653675226844351e10,0.0,0.0,0.0,0.0,0.0,9.134108640103123e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.573012116826147e8,0.0,0.0,0.0,0.0,2.573012116826147e8
CementPlant{Coal},1.7518291549602704e9,4.803955249784366e7,7.106304673454112e10,0.0,0.0,0.0,0.0,7.286291544199924e10
ThermalPower{Coal},3.3975080850086005e11,5.733783134824028e10,1.1509253771229155e11,1.6454825445375467e7,0.0,0.0,0.0,5.121976323868373e11
ThermalPower{NaturalGas},1.2808956887494369e8,6.587174248214594e8,2.6321515074368677e8,3.0281621927178755e7,0.0,0.0,0.0,1.0803037663672688e9
ThermalPowerCCS{Coal},3.646776321161649e8,1.5530859141325172e7,1.7413922057547968e7,1.144713041183731e7,0.0,0.0,0.0,4.090695437268754e8
ThermalPowerCCS{NaturalGas},3.078022687396779e8,1.3108654311084377e7,7.993393790126793e6,9.17263524619373e6,0.0,0.0,0.0,3.380769520870828e8
ThermalPower{Uranium},0.0,1.0050051638349115e10,3.615104705049947e9,0.0,0.0,0.0,0.0,1.3665156343399063e10
BECCSElectricity,1.282698619248862e8,1.2708161877109523e9,0.0,0.0,0.0,0.0,0.0,1.3990860496358385e9
HydroRes,0.0,6.552760348544581e10,0.0,0.0,0.0,0.0,0.0,6.552760348544581e10
VRE{Generic},3.46223171816287e12,1.419783651155596e11,0.0,0.0,0.0,0.0,0.0,3.6042100832784297e12
Electrolyzer,5.832020315380549e7,1.0880828220429948e7,0.0,0.0,0.0,0.0,0.0,6.920103137423544e7
ThermalHydrogen{NaturalGas},2.467138928366688e9,1.383355522208965e9,1.1833059034466162e9,1.645846668784016e6,0.0,0.0,0.0,5.035446200691053e9
ThermalHydrogenCCS{NaturalGas},2.6620648307026058e8,1.965424583026897e7,1.1806685600581493e7,252302.59797496843,0.0,0.0,0.0,2.97919717099086e8
ThermalHydrogen{Coal},7.487196103200468e7,7.580419729547066e9,3.430730895691461e9,519432.9217983612,0.0,0.0,0.0,1.108654201919233e10
ThermalHydrogenCCS{Coal},3.735403639439096e8,3.215743490311094e7,1.1612562005209442e7,163139.8305362321,0.0,0.0,0.0,4.174735006827662e8
OneWayTransmissionLink{Electricity},2.2881948441496567e11,7.024629765153326e9,0.0,0.0,0.0,0.0,0.0,2.35844114180119e11
Battery,2.1200683385802772e9,4.439563420692971e9,1.5306073397778366e7,0.0,0.0,0.0,0.0,6.574937832671027e9
GasStorage{Hydrogen},4.487585961448633e8,1.555050996065243e7,0.0,0.0,0.0,0.0,0.0,4.643091061055157e8
TransmissionLink{Electricity},1.4372966795469397e11,5.150752968699611e9,0.0,0.0,0.0,0.0,0.0,1.488804209233936e11
CO2Injection,1.4400094931981638e8,1.0603669104107818e7,0.0,0.0,0.0,0.0,0.0,1.546046184239242e8
OneWayTransmissionLink{CO2Captured},2.429982150780354e6,163549.18455107004,0.0,0.0,0.0,0.0,0.0,2.593531335331424e6
Node{Electricity},0.0,0.0,0.0,0.0,5.288802774661367e7,0.0,0.0,5.288802774661367e7
