type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},2.7674824898345266e6,1.1881645172396014e11,5.092133645312573e10,0.0,0.0,0.0,0.0,1.697405556595757e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.454359637791933e9,0.0,0.0,0.0,0.0,2.454359637791933e9
AluminumRefining,8.011188036891735e8,3.769950643400121e9,9.671539093454203e9,0.0,0.0,0.0,0.0,1.4242608540543497e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,5.158918018628219e8,0.0,0.0,0.0,0.0,5.158918018628219e8
AluminumSmelting,1.715073911171671e10,3.15089805122838e10,8.388794632905006e9,0.0,0.0,0.0,0.0,5.704851425690551e10
ThermalAmmonia{Coal},1.148476494123822e10,7.156021959282289e9,0.0,0.0,0.0,0.0,0.0,1.8640786900520508e10
ThermalAmmoniaCCS{Coal},2.3464957562991366e7,2.691396632845957e6,0.0,0.0,0.0,0.0,0.0,2.6156354195837323e7
ThermalAmmonia{CokingOvenGas},0.0,2.382282805364184e6,0.0,0.0,0.0,0.0,0.0,2.382282805364184e6
ThermalAmmonia{NaturalGas},5.993747707864636e7,2.9289818526146984e8,0.0,0.0,0.0,0.0,0.0,3.528356623401162e8
ThermalAmmoniaCCS{NaturalGas},2.043482772839802e7,2.3438979413621076e6,0.0,0.0,0.0,0.0,0.0,2.277872566976013e7
SyntheticAmmonia,2.311818031120995e7,4.672326134277495e6,0.0,0.0,0.0,0.0,0.0,2.7790506445487447e7
OneWayTransmissionLink{Cement},0.0,0.0,671857.029494902,0.0,0.0,0.0,0.0,671857.029494902
OneWayTransmissionLink{CrudeSteel},0.0,0.0,4.452306224024835e10,0.0,0.0,0.0,0.0,4.452306224024835e10
OneWayTransmissionLink{DRI},0.0,0.0,1.7962874892223325e8,0.0,0.0,0.0,0.0,1.7962874892223325e8
DRIMaking,7.617301053099455e6,1.0483466289014273e6,0.0,0.0,0.0,0.0,0.0,8.665647682000883e6
