type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},5.324412853973046e6,1.1880408831410382e11,5.091603784890167e10,0.0,0.0,0.0,0.0,1.6972545057585947e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.456763306360156e9,0.0,0.0,0.0,0.0,2.456763306360156e9
AluminumRefining,8.026153819867369e8,3.770626507565302e9,9.673272974693954e9,0.0,0.0,0.0,0.0,1.4246514864245995e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,4.9726166883230835e8,0.0,0.0,0.0,0.0,4.9726166883230835e8
AluminumSmelting,1.7146686788240911e10,3.1505699608927376e10,8.387921739423151e9,0.0,0.0,0.0,0.0,5.704030813659144e10
ThermalAmmonia{Coal},1.1444677376033249e10,7.14761067795625e9,0.0,0.0,0.0,0.0,0.0,1.85922880539895e10
ThermalAmmoniaCCS{Coal},2.8629030517618828e7,3.283708318240856e6,0.0,0.0,0.0,0.0,0.0,3.1912738835859682e7
ThermalAmmonia{CokingOvenGas},0.0,2.1883837429390918e6,0.0,0.0,0.0,0.0,0.0,2.1883837429390918e6
ThermalAmmonia{NaturalGas},7.433989259109057e7,2.972015820789177e8,0.0,0.0,0.0,0.0,0.0,3.7154147467000824e8
ThermalAmmoniaCCS{NaturalGas},2.4540821585874777e7,2.814860098601672e6,0.0,0.0,0.0,0.0,0.0,2.735568168447645e7
SyntheticAmmonia,2.5323003388546366e7,5.117934410838161e6,0.0,0.0,0.0,0.0,0.0,3.0440937799384527e7
OneWayTransmissionLink{Cement},0.0,0.0,727121.5523370956,0.0,0.0,0.0,0.0,727121.5523370956
OneWayTransmissionLink{CrudeSteel},0.0,0.0,4.45337686501266e10,0.0,0.0,0.0,0.0,4.45337686501266e10
OneWayTransmissionLink{DRI},0.0,0.0,1.8033358647861537e8,0.0,0.0,0.0,0.0,1.8033358647861537e8
DRIMaking,3.2570345809599247e7,4.482558367377848e6,0.0,0.0,0.0,0.0,0.0,3.70529041769771e7
ThermalMethanol{Coal},1.273839212895161e10,6.782260468822922e9,0.0,0.0,0.0,0.0,0.0,1.9520652597774532e10
