type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},8.1864066200569775e6,1.3531289028451329e11,5.799123869336289e10,0.0,0.0,0.0,0.0,1.9331231538449625e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.7981507071509166e9,0.0,0.0,0.0,0.0,2.7981507071509166e9
AluminumRefining,1.2340395188462684e9,4.294585970586427e9,1.1017453551398727e10,0.0,0.0,0.0,0.0,1.6546079040831423e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,5.663602540301828e8,0.0,0.0,0.0,0.0,5.663602540301828e8
AluminumSmelting,3.436994509441865e10,3.588367483826336e10,9.553492225291613e9,0.0,0.0,0.0,0.0,7.980711215797362e10
ThermalAmmonia{Coal},2.107819206617253e10,8.140829774356287e9,0.0,0.0,0.0,0.0,0.0,2.9219021840528816e10
ThermalAmmoniaCCS{Coal},2.9917336890911743e7,3.740006507332629e6,0.0,0.0,0.0,0.0,0.0,3.365734339824437e7
ThermalAmmonia{CokingOvenGas},0.0,2.49247760334504e6,0.0,0.0,0.0,0.0,0.0,2.49247760334504e6
ThermalAmmonia{NaturalGas},1.3691522117478433e8,3.3850017822538364e8,0.0,0.0,0.0,0.0,0.0,4.7541539940016794e8
ThermalAmmoniaCCS{NaturalGas},2.5645158557239193e7,3.2060079841808397e6,0.0,0.0,0.0,0.0,0.0,2.8851166541420035e7
SyntheticAmmonia,4.663854747307185e7,5.82911335160565e6,0.0,0.0,0.0,0.0,0.0,5.24676608246775e7
OneWayTransmissionLink{Cement},0.0,0.0,828161.0526294861,0.0,0.0,0.0,0.0,828161.0526294861
OneWayTransmissionLink{CrudeSteel},0.0,0.0,5.072210087062391e10,0.0,0.0,0.0,0.0,5.072210087062391e10
OneWayTransmissionLink{DRI},0.0,0.0,2.0539241660841736e8,0.0,0.0,0.0,0.0,2.0539241660841736e8
DRIMaking,3.40360113710313e7,5.105446598397234e6,0.0,0.0,0.0,0.0,0.0,3.914145796942853e7
ThermalMethanol{Coal},2.346088640913055e10,7.7247111586973915e9,0.0,0.0,0.0,0.0,0.0,3.118559756782794e10
ThermalMethanolCCS{Coal},1.5339158862932116e8,2.080266906935371e7,0.0,0.0,0.0,0.0,0.0,1.7419425769867486e8
ThermalMethanol{CokingOvenGas},0.0,9.275062739284536e6,0.0,0.0,0.0,0.0,0.0,9.275062739284536e6
