type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},638859.7304471601,1.620372782463369e11,6.944454781985864e10,0.0,0.0,0.0,0.0,2.31482464925926e11
OneWayTransmissionLink{Aluminum},0.0,0.0,3.217350105852876e9,0.0,0.0,0.0,0.0,3.217350105852876e9
AluminumRefining,6.290510782091082e9,1.613445973216289e10,4.1391803981454445e10,0.0,0.0,0.0,0.0,6.381677449570842e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,1.49188425360394e9,0.0,0.0,0.0,0.0,1.49188425360394e9
AluminumSmelting,340253.24399749195,4.297077733488682e10,1.1440313444483158e10,0.0,0.0,0.0,0.0,5.441143103261397e10
ThermalAmmonia{Coal},9.911514980460202e6,1.6141325499159477e10,0.0,0.0,0.0,0.0,0.0,1.6151237014139938e10
ThermalAmmoniaCCS{Coal},3.171898989847858e7,1.405220172682266e7,0.0,0.0,0.0,0.0,0.0,4.577119162530124e7
ThermalAmmonia{CokingOvenGas},0.0,2.733070443965948e6,0.0,0.0,0.0,0.0,0.0,2.733070443965948e6
ThermalAmmonia{NaturalGas},1.5800345426860008e7,6.530285154553103e8,0.0,0.0,0.0,0.0,0.0,6.688288608821703e8
ThermalAmmoniaCCS{NaturalGas},2.762178872307577e7,1.2236604873197962e7,0.0,0.0,0.0,0.0,0.0,3.9858393596273735e7
SyntheticAmmonia,1.2546987049973492e7,1.3743705189191226e7,0.0,0.0,0.0,0.0,0.0,2.6290692239164717e7
OneWayTransmissionLink{Cement},0.0,0.0,2.102270175937561e6,0.0,0.0,0.0,0.0,2.102270175937561e6
OneWayTransmissionLink{CrudeSteel},0.0,0.0,6.531893348191175e10,0.0,0.0,0.0,0.0,6.531893348191175e10
OneWayTransmissionLink{DRI},0.0,0.0,4.9382181108918166e8,0.0,0.0,0.0,0.0,4.9382181108918166e8
DRIMaking,6.649822048970014e9,1.9949466562367036e9,0.0,0.0,0.0,0.0,0.0,8.644768705206717e9
ThermalMethanol{Coal},1.2937244656131065e8,1.5457920535231483e10,0.0,0.0,0.0,0.0,0.0,1.5587292981792793e10
ThermalMethanolCCS{Coal},2.6195553068546407e7,4.412119074219274e7,0.0,0.0,0.0,0.0,0.0,7.031674381073914e7
ThermalMethanol{CokingOvenGas},0.0,8.916385263190158e6,0.0,0.0,0.0,0.0,0.0,8.916385263190158e6
ThermalMethanol{NaturalGas},0.0,8.457616495338222e8,0.0,0.0,0.0,0.0,0.0,8.457616495338222e8
ThermalMethanolCCS{NaturalGas},2.296887051092935e7,3.5313100961404406e7,0.0,0.0,0.0,0.0,0.0,5.828197147233376e7
SyntheticMethanol,3.998261465234927e7,3.8118801720895514e7,0.0,0.0,0.0,0.0,0.0,7.810141637324479e7
Steelmaking,4.699233663256727e9,1.4559066264029788e11,0.0,0.0,0.0,0.0,0.0,1.502898963035546e11
OneWayTransmissionLink{SteelScrap},0.0,0.0,5.040204314660935e8,0.0,0.0,0.0,0.0,5.040204314660935e8
CementPlant{Coal},2.8700898667973375e8,8.392196865346369e7,1.2414251320812108e11,0.0,0.0,0.0,0.0,1.2451344416345427e11
ThermalPower{Coal},7.52170343358994e7,1.053434385706668e11,1.1868897478799489e11,1.663862097596422e9,0.0,0.0,0.0,2.2577149249059402e11
ThermalPower{NaturalGas},1.5582318759118983e8,1.3250284739539037e9,1.0714831442712693e9,2.738000006124494e8,0.0,0.0,0.0,2.826134806428812e9
ThermalPowerCCS{Coal},1.7680618794454592e8,4.861633238038758e7,5.569571592134341e7,2.8573762421276316e7,0.0,0.0,0.0,3.0969199866755325e8
ThermalPowerCCS{NaturalGas},1.808105676481089e8,4.417046730744555e7,2.9093418637345124e7,3.000907350432959e7,0.0,0.0,0.0,2.840835270972292e8
ThermalPower{Uranium},0.0,1.902331320593222e10,7.230206583083576e9,0.0,0.0,0.0,0.0,2.6253519789015797e10
BECCSElectricity,8.442113687782986e10,9.244140227971085e9,0.0,0.0,0.0,0.0,0.0,9.366527710580095e10
HydroRes,0.0,1.310551374499468e11,0.0,0.0,0.0,0.0,0.0,1.310551374499468e11
VRE{Generic},4.615863444209029e12,4.8980232995035486e11,0.0,0.0,0.0,0.0,0.0,5.105665774159384e12
Electrolyzer,9.141195778897226e9,1.1436196211023612e9,0.0,0.0,0.0,0.0,0.0,1.0284815399999588e10
ThermalHydrogen{NaturalGas},3.083368112890903e9,3.2104509574504976e9,2.31843317283668e9,1.0367248794342527e7,0.0,0.0,0.0,8.622619491972422e9
ThermalHydrogenCCS{NaturalGas},2.637869757174567e8,7.824136540451732e7,5.189988109676698e7,990753.5928118557,0.0,0.0,0.0,3.949189758115528e8
ThermalHydrogen{Coal},1.2015344961161219e8,1.0780870038822094e10,4.616234006430135e9,4.0806225365120256e6,0.0,0.0,0.0,1.5521338117400354e10
ThermalHydrogenCCS{Coal},2.6266149896313047e8,1.095171521713726e8,4.170655559030713e7,507495.99173299875,0.0,0.0,0.0,4.143927027165432e8
OneWayTransmissionLink{Electricity},5.172693995424365e10,1.6646189441024351e10,0.0,0.0,0.0,0.0,0.0,6.8373129395268005e10
Battery,2.2057470563801556e10,1.3215274425906992e10,3.386405685674539e7,0.0,0.0,0.0,0.0,3.530660904656529e10
GasStorage{Hydrogen},9.721262085266684e7,4.0812456457457595e7,0.0,0.0,0.0,0.0,0.0,1.3802507731012443e8
TransmissionLink{Electricity},6.5773888600106155e10,1.3421113282536057e10,0.0,0.0,0.0,0.0,0.0,7.919500188264221e10
CO2Injection,5.42120264650148e7,2.9191263214532495e7,0.0,0.0,0.0,0.0,0.0,8.34032896795473e7
OneWayTransmissionLink{CO2Captured},7.979331968978257e6,1.4319391807117136e6,0.0,0.0,0.0,0.0,0.0,9.41127114968997e6
Node{Electricity},0.0,0.0,0.0,0.0,9.763132301042189e7,0.0,0.0,9.763132301042189e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,1.0688710765021666e11,0.0,1.0688710765021666e11
Node{Coal},0.0,0.0,0.0,0.0,0.0,1.6410227215246597e12,0.0,1.6410227215246597e12
Node{Uranium},0.0,0.0,0.0,0.0,0.0,2.889937186516886e10,0.0,2.889937186516886e10
Node{Hydrogen},0.0,0.0,0.0,0.0,1.2979651215478716e7,0.0,0.0,1.2979651215478716e7
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,9.343817465905976e6,9.343817465905976e6
Node{Biomass},0.0,0.0,0.0,0.0,0.0,2.102214449045283e11,0.0,2.102214449045283e11
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.591424324484117e11,0.0,1.591424324484117e11
