type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},2.3496848031541113e7,1.3532303917381418e11,5.799558821734889e10,0.0,0.0,0.0,0.0,1.933421242391946e11
OneWayTransmissionLink{Aluminum},0.0,0.0,2.8042066431011953e9,0.0,0.0,0.0,0.0,2.8042066431011953e9
AluminumRefining,1.238193181854141e9,4.294032075535837e9,1.1016032573210373e10,0.0,0.0,0.0,0.0,1.6548257830600351e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,5.413445216777734e8,0.0,0.0,0.0,0.0,5.413445216777734e8
AluminumSmelting,3.437104032350663e10,3.588636748152832e10,9.554208767040321e9,0.0,0.0,0.0,0.0,7.981161657207526e10
ThermalAmmonia{Coal},5.320394846870156e7,3.798163921554987e10,0.0,0.0,0.0,0.0,0.0,3.803484316401858e10
ThermalAmmoniaCCS{Coal},2.9485257564518586e7,3.6859916368009644e6,0.0,0.0,0.0,0.0,0.0,3.317124920131955e7
ThermalAmmonia{CokingOvenGas},0.0,2.4762998376758695e6,0.0,0.0,0.0,0.0,0.0,2.4762998376758695e6
ThermalAmmonia{NaturalGas},2.3796661711799884e8,6.247061409712875e9,0.0,0.0,0.0,0.0,0.0,6.485028026830874e9
ThermalAmmoniaCCS{NaturalGas},2.8967831601383794e7,3.6213891675170194e6,0.0,0.0,0.0,0.0,0.0,3.258922076890081e7
SyntheticAmmonia,4.412487696692242e10,5.514942624263287e9,0.0,0.0,0.0,0.0,0.0,4.96398195911857e10
OneWayTransmissionLink{Cement},0.0,0.0,877630.7200328908,0.0,0.0,0.0,0.0,877630.7200328908
OneWayTransmissionLink{CrudeSteel},0.0,0.0,3.669009542579734e8,0.0,0.0,0.0,0.0,3.669009542579734e8
DRIMaking,65091.117851354626,9764.486747839752,0.0,0.0,0.0,0.0,0.0,74855.60459919438
ThermalMethanol{Coal},1.1299240407413694e8,3.3565826329647083e10,0.0,0.0,0.0,0.0,0.0,3.3678818733721222e10
ThermalMethanolCCS{Coal},1.0704227732698715e8,1.4516865470468974e7,1.3860384077416312e7,0.0,0.0,0.0,0.0,1.3541952687487242e8
ThermalMethanol{CokingOvenGas},0.0,9.700018758365083e6,0.0,0.0,0.0,0.0,0.0,9.700018758365083e6
ThermalMethanol{NaturalGas},0.0,4.57562600407397e9,0.0,0.0,0.0,0.0,0.0,4.57562600407397e9
ThermalMethanolCCS{NaturalGas},1.6165604382088718e8,2.079582890463665e7,1.5089061745577361e7,0.0,0.0,0.0,0.0,1.975409344711012e8
SyntheticMethanol,9.09053595433309e10,1.1363169942916365e10,0.0,0.0,0.0,0.0,0.0,1.0226852948624727e11
Steelmaking,2.102803607644871e9,1.7701221446793504e9,0.0,0.0,0.0,0.0,0.0,3.8729257523242216e9
OneWayTransmissionLink{SteelScrap},0.0,0.0,1.9162633311542174e8,0.0,0.0,0.0,0.0,1.9162633311542174e8
CementPlant{Coal},1.7519358808133838e9,4.804119981677622e7,7.106548354954468e10,0.0,0.0,0.0,0.0,7.286546063017484e10
ThermalPower{Coal},3.819765489836696e11,5.906074821883461e10,1.252179462715062e11,2.6190512177325636e7,0.0,0.0,0.0,5.662814339861877e11
ThermalPower{NaturalGas},1.61048677891563e8,4.969062697200707e8,1.4872525845709455e8,3.5633237605998725e7,0.0,0.0,0.0,8.423134436747271e8
ThermalPowerCCS{Coal},8.04656735491047e9,3.42686507628995e8,9.673695027915955e8,1.2323527202132732e7,0.0,0.0,0.0,9.368946892533194e9
ThermalPowerCCS{NaturalGas},4.402472614190653e8,1.8749209305617414e7,1.4736139145068478e7,1.4077670120279923e7,0.0,0.0,0.0,4.8781027999003106e8
ThermalPower{Uranium},0.0,1.0050035933536537e10,3.615099055870826e9,0.0,0.0,0.0,0.0,1.3665134989407364e10
BECCSElectricity,3.1486646890985956e9,1.0638413448086132e9,0.0,0.0,0.0,0.0,0.0,4.212506033907209e9
HydroRes,0.0,6.55277717308968e10,0.0,0.0,0.0,0.0,0.0,6.55277717308968e10
VRE,2.9782102725897e12,1.2847239880665262e11,0.0,0.0,0.0,0.0,0.0,3.106682671396353e12
Electrolyzer,6.644269031912749e7,1.0446605071206495e7,0.0,0.0,0.0,0.0,0.0,7.688929539033398e7
ThermalHydrogen{NaturalGas},6.416594260327396e9,2.16078865392056e9,1.8543356869384155e9,2.216916978493674e6,0.0,0.0,0.0,1.0433935518164864e10
ThermalHydrogenCCS{NaturalGas},4.0096241690861917e8,2.9603388391336992e7,2.006328035036701e7,376066.7671667966,0.0,0.0,0.0,4.5100515241748995e8
ThermalHydrogen{Coal},1.116014643708858e8,1.6280299912214954e10,7.379308506781336e9,751188.1853671485,0.0,0.0,0.0,2.3771961071552544e10
ThermalHydrogenCCS{Coal},6.017776336831061e8,5.180598122514662e7,2.058504229104172e7,224265.74276334053,0.0,0.0,0.0,6.743929229420578e8
OneWayTransmissionLink{Electricity},2.2533534905112363e11,6.951680402946365e9,0.0,0.0,0.0,0.0,0.0,2.3228702945407e11
Battery,2.4208723219596853e9,4.531807155489451e9,9.994313411147645e6,0.0,0.0,0.0,0.0,6.962673790860285e9
GasStorage{Hydrogen},3.533021165362886e8,1.4154821979794675e7,0.0,0.0,0.0,0.0,0.0,3.674569385160833e8
TransmissionLink{Electricity},1.3829787013908536e11,5.036863178839652e9,0.0,0.0,0.0,0.0,0.0,1.4333473331792502e11
CO2Injection,1.0361649683440147e8,7.629915298074887e6,0.0,0.0,0.0,0.0,0.0,1.1124641213247636e8
OneWayTransmissionLink{CO2Captured},4.207351209339269e6,282402.1401560815,0.0,0.0,0.0,0.0,0.0,4.489753349495351e6
Node{Electricity},0.0,0.0,0.0,0.0,3.522781232412006e7,0.0,0.0,3.522781232412006e7
Node{NaturalGas},0.0,0.0,0.0,0.0,0.0,7.133418403597893e10,0.0,7.133418403597893e10
Node{Coal},0.0,0.0,0.0,0.0,0.0,8.965156458114928e11,0.0,8.965156458114928e11
Node{Uranium},0.0,0.0,0.0,0.0,0.0,1.4449669002469244e10,0.0,1.4449669002469244e10
Node{Hydrogen},0.0,0.0,0.0,0.0,4.978270473049218e6,0.0,0.0,4.978270473049218e6
Node{CO2},0.0,0.0,0.0,0.0,0.0,0.0,2.3394481874208473e7,2.3394481874208473e7
Node{Biomass},0.0,0.0,0.0,0.0,0.0,1.7128983437303677e10,0.0,1.7128983437303677e10
Node{SteelScrap},0.0,0.0,0.0,0.0,0.0,1.6779511395601244e9,0.0,1.6779511395601244e9
Node{AluminumScrap},0.0,0.0,0.0,0.0,0.0,2.0048656895987872e11,0.0,2.0048656895987872e11
Node{Bauxite},0.0,0.0,0.0,0.0,0.0,4.818095021133607e10,0.0,4.818095021133607e10
Node{Graphite},0.0,0.0,0.0,0.0,0.0,5.200879772380823e10,0.0,5.200879772380823e10
Node{MacroEnergy.CokingOvenGas},0.0,0.0,0.0,0.0,0.0,4.618953333018271e6,0.0,4.618953333018271e6
Total,3.921345031322244e12,5.767331741987004e11,2.928133816933826e11,9.179338477952798e7,4.0206082797169276e7,1.3017873692751611e12,2.3394481874208473e7,6.092834350438938e12
