type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},9393.542497435492,37640.826382003164,16131.782735144212,0.0,0.0,0.0,0.0,63166.151614582865
OneWayTransmissionLink{Aluminum},0.0,0.0,6.965701848936196e7,0.0,0.0,0.0,0.0,6.965701848936196e7
AluminumRefining,1.2479112845170047e9,5.3324343721507225e9,1.3679979493583239e10,0.0,0.0,0.0,0.0,2.0260325150250965e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,1.2842545565744019e8,0.0,0.0,0.0,0.0,1.2842545565744019e8
AluminumSmelting,3160.531748285043,24867.248817915915,2657.554217029205,0.0,0.0,0.0,0.0,30685.334783230166
ThermalAmmonia{Coal},687866.0301458923,3.723898360461439e9,0.0,0.0,0.0,0.0,0.0,3.7245862264915853e9
ThermalAmmoniaCCS{Coal},9.658393743288783e6,2.2977814052078063e6,0.0,0.0,0.0,0.0,0.0,1.195617514849659e7
ThermalAmmonia{NaturalGas},7.364054822124898e6,1.475716253041738e8,0.0,0.0,0.0,0.0,0.0,1.549356801262987e8
ThermalAmmoniaCCS{NaturalGas},9.195993360105697e6,2.0013912418816136e6,0.0,0.0,0.0,0.0,0.0,1.119738460198731e7
SyntheticAmmonia,5.696766869214538e8,4.291623762797057e8,0.0,0.0,0.0,0.0,0.0,9.988390632011595e8
OneWayTransmissionLink{Cement},0.0,0.0,290070.4561656253,0.0,0.0,0.0,0.0,290070.4561656253
OneWayTransmissionLink{CrudeSteel},0.0,0.0,5.194247411012901e9,0.0,0.0,0.0,0.0,5.194247411012901e9
OneWayTransmissionLink{DRI},0.0,0.0,1.432964168309468e10,0.0,0.0,0.0,0.0,1.432964168309468e10
DRIMaking,7.640069820930765e10,1.895274758971395e10,0.0,0.0,0.0,0.0,0.0,9.53534457990216e10
ThermalMethanol{Coal},1.6104872351704142e6,4.105593526711322e8,0.0,0.0,0.0,0.0,0.0,4.1216983990630263e8
ThermalMethanolCCS{Coal},7.182770659778829e6,7.290202389872027e6,0.0,0.0,0.0,0.0,0.0,1.4472973049650855e7
ThermalMethanol{NaturalGas},0.0,5.114170777956729e7,0.0,0.0,0.0,0.0,0.0,5.114170777956729e7
ThermalMethanolCCS{NaturalGas},7.392970083303612e6,6.572690557803975e6,0.0,0.0,0.0,0.0,0.0,1.3965660641107587e7
SyntheticMethanol,8.470138298935006e9,6.404418842814153e9,0.0,0.0,0.0,0.0,0.0,1.4874557141749159e10
Steelmaking,5.460617502977968e10,1.3554292307490273e10,0.0,0.0,0.0,0.0,0.0,6.816046733726995e10
OneWayTransmissionLink{SteelScrap},0.0,0.0,2.656994178821098e9,0.0,0.0,0.0,0.0,2.656994178821098e9
CementPlant{Coal},26780.52726159846,1.4956097514878856e7,2.2123974962379124e10,0.0,0.0,0.0,0.0,2.2138957840421265e10
ThermalPower{Coal},1.1013008779927537e7,3.3777292544103656e9,5.673183836281275e8,3.278528243987411e8,0.0,0.0,0.0,4.283913471217162e9
ThermalPower{NaturalGas},1.1440096793852942e10,4.215723627043738e9,1.369938611503801e9,4.560075019836234e7,0.0,0.0,0.0,1.7071359782598843e10
ThermalPowerCCS{Coal},2.7832635347197754e10,9.630182001952206e9,5.080355838413164e9,1.79926635379204e8,0.0,0.0,0.0,4.272309982294233e10
ThermalPowerCCS{NaturalGas},1.6316210918803036e8,5.1605875124167204e7,2.9002289807618253e7,6.677517065432119e6,0.0,0.0,0.0,2.5044779118524796e8
ThermalPower{Uranium},0.0,4.441466664193963e9,1.9035707164101782e9,0.0,0.0,0.0,0.0,6.345037380604141e9
BECCSElectricity,7.488324193173389e9,1.2399140721294346e10,0.0,0.0,0.0,0.0,0.0,1.9887464914467735e10
HydroRes,0.0,3.450423530420986e10,0.0,0.0,0.0,0.0,0.0,3.450423530420986e10
VRE{Generic},3.658947216939142e11,1.7370712458535214e11,0.0,0.0,0.0,0.0,0.0,5.3960184627926636e11
Electrolyzer,3.855572920327445e10,1.0054269468205431e10,0.0,0.0,0.0,0.0,0.0,4.860999867147988e10
ThermalHydrogen{NaturalGas},2.1412993509669433e9,1.5960427432063835e9,2.0319995973816535e8,1.2129048724800341e6,0.0,0.0,0.0,3.941754958783972e9
ThermalHydrogenCCS{NaturalGas},4.9334407583766145e8,1.8914374855199376e8,1.0249041233796757e8,593294.7637713093,0.0,0.0,0.0,7.85571531491394e8
ThermalHydrogen{Coal},2.01842483397511e7,1.1523879898722412e7,1.635315001380838e6,57570.48493613612,0.0,0.0,0.0,3.3401013724790487e7
ThermalHydrogenCCS{Coal},2.7198208464774847e7,1.9267638889663205e7,4.847838657329325e6,84288.52015848696,0.0,0.0,0.0,5.139797453192586e7
OneWayTransmissionLink{Electricity},2.301559545440712e9,4.948652981850176e9,0.0,0.0,0.0,0.0,0.0,7.250212527290888e9
