type,Investment,FixedOM,VariableOM,Startup,NonServedDemand,Supply,UnmetPolicyPenalty,Total
AluminaPlant{NaturalGas},35678.85985426159,142968.61590275724,61272.26395832456,0.0,0.0,0.0,0.0,239919.7397153434
OneWayTransmissionLink{Aluminum},0.0,0.0,2.6457356223449752e8,0.0,0.0,0.0,0.0,2.6457356223449752e8
AluminumRefining,4.739857390647793e9,2.0253826359752357e10,5.195974482406181e10,0.0,0.0,0.0,0.0,7.695342857446196e10
OneWayTransmissionLink{AluminumScrap},0.0,0.0,4.8778975933439654e8,0.0,0.0,0.0,0.0,4.8778975933439654e8
AluminumSmelting,12004.434891606848,94451.5964853191,10094.009207961,0.0,0.0,0.0,0.0,116550.04058488694
ThermalAmmonia{Coal},2.612675217553206e6,1.4144232354374416e10,0.0,0.0,0.0,0.0,0.0,1.414684502959197e10
ThermalAmmoniaCCS{Coal},3.033391447167218e7,8.727508365935352e6,0.0,0.0,0.0,0.0,0.0,3.906142283760753e7
ThermalAmmonia{NaturalGas},2.797039349419281e7,5.60511366093319e8,0.0,0.0,0.0,0.0,0.0,5.884817595875119e8
ThermalAmmoniaCCS{NaturalGas},2.8881663295342725e7,7.601749569146609e6,0.0,0.0,0.0,0.0,0.0,3.648341286448933e7
SyntheticAmmonia,2.163764594715954e9,1.6300585516258416e9,0.0,0.0,0.0,0.0,0.0,3.7938231463417954e9
OneWayTransmissionLink{Cement},0.0,0.0,1.1017550786852264e6,0.0,0.0,0.0,0.0,1.1017550786852264e6
OneWayTransmissionLink{CrudeSteel},0.0,0.0,1.9728960131546238e10,0.0,0.0,0.0,0.0,1.9728960131546238e10
OneWayTransmissionLink{DRI},0.0,0.0,5.4427312966593765e10,0.0,0.0,0.0,0.0,5.4427312966593765e10
DRIMaking,2.3995006899232422e11,7.198694478586845e10,0.0,0.0,0.0,0.0,0.0,3.119370137781927e11
ThermalMethanol{Coal},6.117005206120001e6,1.5593999398851676e9,0.0,0.0,0.0,0.0,0.0,1.5655169450912876e9
ThermalMethanolCCS{Coal},2.7281834069044262e7,2.7689884774403017e7,0.0,0.0,0.0,0.0,0.0,5.497171884344728e7
ThermalMethanol{NaturalGas},0.0,1.9424810449017826e8,0.0,0.0,0.0,0.0,0.0,1.9424810449017826e8
ThermalMethanolCCS{NaturalGas},2.808022038341232e7,2.4964607903923173e7,0.0,0.0,0.0,0.0,0.0,5.304482828733549e7
SyntheticMethanol,3.217155587430618e10,2.4325472781236805e10,0.0,0.0,0.0,0.0,0.0,5.6497028655542984e10
Steelmaking,1.7150046757303458e11,5.148235564960374e10,0.0,0.0,0.0,0.0,0.0,2.229828232226383e11
OneWayTransmissionLink{SteelScrap},0.0,0.0,1.0091882052551271e10,0.0,0.0,0.0,0.0,1.0091882052551271e10
CementPlant{Coal},84109.03976906996,5.680673796341623e7,8.403200414725511e10,0.0,0.0,0.0,0.0,8.40888949942583e10
ThermalPower{Coal},4.182996957112398e7,1.2829401551826473e10,2.1548072101382594e9,1.2452613034688456e9,0.0,0.0,0.0,1.6271300035004702e10
ThermalPower{NaturalGas},4.3452149211918655e10,1.60122991421667e10,5.203345568738294e9,1.7320225846859577e8,0.0,0.0,0.0,6.484099618129225e10
ThermalPowerCCS{Coal},1.0571482443375774e11,3.657767174763819e10,1.9296373441436867e10,6.834032218937674e8,0.0,0.0,0.0,1.6227227284472656e11
ThermalPowerCCS{NaturalGas},6.197276510788935e8,1.960111200555442e8,1.101574441996925e8,2.5362763368243188e7,0.0,0.0,0.0,9.512589787023735e8
ThermalPower{Uranium},0.0,1.6869723717374308e10,7.230204455030354e9,0.0,0.0,0.0,0.0,2.4099928172404663e10
